fofa_Shanghai_103.txt,#genre
大健康HD,http://114.249.111.176:4022/rtp/239.3.1.251:8001
CETV1HD,http://114.249.111.176:4022/rtp/239.3.1.57:8152
CETV2,http://114.249.111.176:4022/rtp/239.3.1.54:4120
CETV3,http://114.249.111.176:4022/rtp/239.3.1.55:4120
CETV4,http://114.249.111.176:4022/rtp/239.3.1.56:4120
少儿动画,http://114.249.111.176:4022/rtp/239.3.1.199:9000
热播剧场,http://114.249.111.176:4022/rtp/239.3.1.194:9020
解密,http://114.249.111.176:4022/rtp/239.3.1.75:4120
军事,http://114.249.111.176:4022/rtp/239.3.1.76:4120
军旅剧场,http://114.249.111.176:4022/rtp/239.3.1.68:4120
动画,http://114.249.111.176:4022/rtp/239.3.1.80:4120
古装剧场,http://114.249.111.176:4022/rtp/239.3.1.69:4120
台球,http://114.249.111.176:4022/rtp/239.3.1.85:4120
嘉佳卡通,http://114.249.111.176:4022/rtp/239.3.1.147:9268
国学,http://114.249.111.176:4022/rtp/239.3.1.77:4120
城市剧场,http://114.249.111.176:4022/rtp/239.3.1.67:4120
墨宝,http://114.249.111.176:4022/rtp/239.3.1.83:4120
好学生,http://114.249.111.176:4022/rtp/239.3.1.81:4120
山东教育,http://114.249.111.176:4022/rtp/239.3.1.52:4120
戏曲,http://114.249.111.176:4022/rtp/239.3.1.78:4120
收视指南,http://114.249.111.176:4022/rtp/239.3.1.193:8012
早教,http://114.249.111.176:4022/rtp/239.3.1.79:4120
武侠剧场,http://114.249.111.176:4022/rtp/239.3.1.90:4120
武术,http://114.249.111.176:4022/rtp/239.3.1.87:4120
爱生活,http://114.249.111.176:4022/rtp/239.3.1.86:4120
美人,http://114.249.111.176:4022/rtp/239.3.1.73:4120
美妆,http://114.249.111.176:4022/rtp/239.3.1.72:4120
财富天下,http://114.249.111.176:4022/rtp/239.3.1.53:9136
足球,http://114.249.111.176:4022/rtp/239.3.1.89:4120
金鹰卡通,http://114.249.111.176:4022/rtp/239.3.1.51:9252
鉴赏,http://114.249.111.176:4022/rtp/239.3.1.82:4120
音乐现场,http://114.249.111.176:4022/rtp/239.3.1.70:4120
高网,http://114.249.111.176:4022/rtp/239.3.1.88:4120
魅力时尚,http://114.249.111.176:4022/rtp/239.3.1.196:9012




BRTV北京卫视HD,http:///rtp/239.3.1.241:8000
BRTV新闻HD,http:///rtp/239.3.1.159:8000
BRTV影视HD,http:///rtp/239.3.1.158:8000
BRTV文艺HD,http:///rtp/239.3.1.242:8000
BRTV财经HD,http:///rtp/239.3.1.116:8000
BRTV生活HD,http:///rtp/239.3.1.117:8000
BRTV青年HD,http:///# rtp/239.3.1.118:8000
BRTV纪实科教HD,http:///rtp/239.3.1.115:8000
BRTV卡酷少儿HD,http:///rtp/239.3.1.189:8000
BRTV冬奥纪实HD,http:///# rtp/239.3.1.243:8000
BRTV冬奥纪实[HDR],http:///# rtp/239.3.1.120:8000
BRTV冬奥纪实[超清],http:///# rtp/239.3.1.121:8000
BRTV体育休闲[超清],http:///rtp/239.3.1.243:8000
BTV国际频道,http:///rtp/239.3.1.235:8000
CCTV-1 HD,http:///rtp/239.3.1.129:8008
CCTV-2 HD,http:///rtp/239.3.1.60:8084
CCTV-3 HD,http:///rtp/239.3.1.172:8001
CCTV-4 HD,http:///rtp/239.3.1.105:8092
CCTV-5 HD,http:///rtp/239.3.1.173:8001
CCTV-5+ HD,http:///rtp/239.3.1.130:8004
CCTV-6 HD,http:///rtp/239.3.1.174:8001
CCTV-7 HD,http:///rtp/239.3.1.61:8104
CCTV-8 HD,http:///rtp/239.3.1.175:8001
CCTV-9 HD,http:///rtp/239.3.1.62:8112
CCTV-10 HD,http:///rtp/239.3.1.63:8116
CCTV-11 HD,http:///rtp/239.3.1.152:8120
CCTV-12 HD,http:///rtp/239.3.1.64:8124
CCTV-13 HD,http:///rtp/239.3.1.124:8128
CCTV-14 HD,http:///rtp/239.3.1.65:8132
CCTV-15 HD,http:///rtp/239.3.1.153:8136
CCTV-16 奥林匹克[HDR],http:///rtp/239.3.1.183:8001
CCTV-16 奥林匹克HD,http:///rtp/239.3.1.184:8001
CCTV-17 HD,http:///rtp/239.3.1.151:8144
湖南卫视HD,http:///rtp/239.3.1.132:8012
东方卫视HD,http:///rtp/239.3.1.136:8032
浙江卫视HD,http:///rtp/239.3.1.137:8036
江苏卫视HD,http:///rtp/239.3.1.135:8028
深圳卫视HD,http:///rtp/239.3.1.134:8020
广东卫视HD,http:///rtp/239.3.1.142:8048
安徽卫视HD,http:///rtp/239.3.1.211:8064
天津卫视HD,http:///rtp/239.3.1.141:1234
重庆卫视HD,http:///rtp/239.3.1.122:8160
山东卫视HD,http:///rtp/239.3.1.209:8052
黑龙江卫视HD,http:///rtp/239.3.1.133:8016
河北卫视HD,http:///rtp/239.3.1.148:8072
辽宁卫视HD,http:///rtp/239.3.1.210:8056
湖北卫视HD,http:///rtp/239.3.1.138:8044
吉林卫视HD,http:///rtp/239.3.1.240:8172
贵州卫视HD,http:///rtp/239.3.1.149:8076
东南卫视HD,http:///rtp/239.3.1.156:8148
江西卫视HD,http:///rtp/239.3.1.123:8164
海南卫视,http:///rtp/239.3.1.45:8304
云南卫视,http:///rtp/239.3.1.26:8108
兵团卫视,http:///rtp/239.3.1.144:4120
厦门卫视,http:///rtp/239.3.1.143:4120
四川卫视,http:///rtp/239.3.1.29:8288
南方卫视,http:///rtp/239.3.1.161:8001
宁夏卫视,http:///rtp/239.3.1.46:8124
山西卫视,http:///rtp/239.3.1.42:8172
广西卫视,http:///rtp/239.3.1.39:8300
新疆卫视,http:///rtp/239.3.1.48:8160
河南卫视,http:///rtp/239.3.1.27:8128
甘肃卫视,http:///rtp/239.3.1.49:8188
西藏卫视,http:///rtp/239.3.1.47:8164
三沙卫视,http:///rtp/239.3.1.155:4120
陕西卫视,http:///rtp/239.3.1.41:8140
青海卫视,http:///rtp/239.3.1.44:8184
内蒙古卫视,http:///rtp/239.3.1.43:8176
爱上4K[超清],http:///rtp/239.3.1.236:2000
4K超清[超清],http:///rtp/239.3.1.249:8001
淘电影HD,http:///rtp/239.3.1.250:8001
每日影院HD,http:///# rtp/239.3.1.111:8001
星影,http:///rtp/239.3.1.94:4120
动作影院,http:///rtp/239.3.1.92:4120
光影,http:///rtp/239.3.1.84:4120
喜剧影院,http:///rtp/239.3.1.91:4120
家庭影院,http:///rtp/239.3.1.93:4120
精选,http:///rtp/239.3.1.74:4120
经典电影,http:///rtp/239.3.1.195:9024
纪实人文HD,http:///rtp/239.3.1.212:8060
金鹰纪实HD,http:///rtp/239.3.1.58:8156
风尚生活HD,http:///# rtp/239.3.1.114:8001
地理,http:///rtp/239.3.1.71:4120
淘剧场HD,http:///rtp/239.3.1.95:8001
幸福剧场HD,http:///# rtp/239.3.1.112:8001
淘娱乐HD,http:///rtp/239.3.1.100:8001
幸福娱乐HD,http:///# rtp/239.3.1.113:8001
淘BabyHD,http:///rtp/239.3.1.238:8001
萌宠TVHD,http:///rtp/239.3.1.102:8001
中国交通HD,http:///rtp/239.3.1.188:8001
朝阳融媒HD,http:///rtp/239.3.1.163:8001
通州融媒HD,http:///rtp/239.3.1.221:8001
密云电视台HD,http:///rtp/239.3.1.154:8001
延庆电视台,http:///rtp/239.3.1.187:8001
房山电视台,http:///rtp/239.3.1.96:8001
CCTV-4 中文国际 欧洲HD,http:///rtp/239.3.1.213:4220
CCTV-4 中文国际 美洲HD,http:///rtp/239.3.1.214:4220
CGTN 新闻HD,http:///rtp/239.3.1.215:4220
CGTN 记录HD,http:///rtp/239.3.1.216:4220
CGTN 西班牙语HD,http:///rtp/239.3.1.217:4220
CGTN 法语HD,http:///rtp/239.3.1.218:4220
CGTN 阿拉伯语HD,http:///rtp/239.3.1.219:4220
CGTN 俄语HD,http:///rtp/239.3.1.220:4220
睛彩竞技HD,http:///rtp/239.3.1.125:8001
睛彩篮球HD,http:///rtp/239.3.1.126:8001
睛彩羽毛球HD,http:///rtp/239.3.1.127:8001
睛彩广场舞HD,http:///rtp/239.3.1.128:8001
茶频道HD,http:///rtp/239.3.1.165:8001
体育赛事HD,http:///rtp/239.3.1.157:8176
淘精彩HD,http:///rtp/239.3.1.178:8001
快乐垂钓HD,http:///rtp/239.3.1.164:8001
大健康HD,http:///rtp/239.3.1.251:8001
CETV1HD,http:///rtp/239.3.1.57:8152
CETV2,http:///rtp/239.3.1.54:4120
CETV3,http:///rtp/239.3.1.55:4120
CETV4,http:///rtp/239.3.1.56:4120
少儿动画,http:///rtp/239.3.1.199:9000
热播剧场,http:///rtp/239.3.1.194:9020
解密,http:///rtp/239.3.1.75:4120
军事,http:///rtp/239.3.1.76:4120
军旅剧场,http:///rtp/239.3.1.68:4120
动画,http:///rtp/239.3.1.80:4120
古装剧场,http:///rtp/239.3.1.69:4120
台球,http:///rtp/239.3.1.85:4120
嘉佳卡通,http:///rtp/239.3.1.147:9268
国学,http:///rtp/239.3.1.77:4120
城市剧场,http:///rtp/239.3.1.67:4120
墨宝,http:///rtp/239.3.1.83:4120
好学生,http:///rtp/239.3.1.81:4120
山东教育,http:///rtp/239.3.1.52:4120
戏曲,http:///rtp/239.3.1.78:4120
收视指南,http:///rtp/239.3.1.193:8012
早教,http:///rtp/239.3.1.79:4120
武侠剧场,http:///rtp/239.3.1.90:4120
武术,http:///rtp/239.3.1.87:4120
爱生活,http:///rtp/239.3.1.86:4120
美人,http:///rtp/239.3.1.73:4120
美妆,http:///rtp/239.3.1.72:4120
财富天下,http:///rtp/239.3.1.53:9136
足球,http:///rtp/239.3.1.89:4120
金鹰卡通,http:///rtp/239.3.1.51:9252
鉴赏,http:///rtp/239.3.1.82:4120
音乐现场,http:///rtp/239.3.1.70:4120
高网,http:///rtp/239.3.1.88:4120
魅力时尚,http:///rtp/239.3.1.196:9012




BRTV北京卫视HD,http:///rtp/239.3.1.241:8000
BRTV新闻HD,http:///rtp/239.3.1.159:8000
BRTV影视HD,http:///rtp/239.3.1.158:8000
BRTV文艺HD,http:///rtp/239.3.1.242:8000
BRTV财经HD,http:///rtp/239.3.1.116:8000
BRTV生活HD,http:///rtp/239.3.1.117:8000
BRTV青年HD,http:///# rtp/239.3.1.118:8000
BRTV纪实科教HD,http:///rtp/239.3.1.115:8000
BRTV卡酷少儿HD,http:///rtp/239.3.1.189:8000
BRTV冬奥纪实HD,http:///# rtp/239.3.1.243:8000
BRTV冬奥纪实[HDR],http:///# rtp/239.3.1.120:8000
BRTV冬奥纪实[超清],http:///# rtp/239.3.1.121:8000
BRTV体育休闲[超清],http:///rtp/239.3.1.243:8000
BTV国际频道,http:///rtp/239.3.1.235:8000
CCTV-1 HD,http:///rtp/239.3.1.129:8008
CCTV-2 HD,http:///rtp/239.3.1.60:8084
CCTV-3 HD,http:///rtp/239.3.1.172:8001
CCTV-4 HD,http:///rtp/239.3.1.105:8092
CCTV-5 HD,http:///rtp/239.3.1.173:8001
CCTV-5+ HD,http:///rtp/239.3.1.130:8004
CCTV-6 HD,http:///rtp/239.3.1.174:8001
CCTV-7 HD,http:///rtp/239.3.1.61:8104
CCTV-8 HD,http:///rtp/239.3.1.175:8001
CCTV-9 HD,http:///rtp/239.3.1.62:8112
CCTV-10 HD,http:///rtp/239.3.1.63:8116
CCTV-11 HD,http:///rtp/239.3.1.152:8120
CCTV-12 HD,http:///rtp/239.3.1.64:8124
CCTV-13 HD,http:///rtp/239.3.1.124:8128
CCTV-14 HD,http:///rtp/239.3.1.65:8132
CCTV-15 HD,http:///rtp/239.3.1.153:8136
CCTV-16 奥林匹克[HDR],http:///rtp/239.3.1.183:8001
CCTV-16 奥林匹克HD,http:///rtp/239.3.1.184:8001
CCTV-17 HD,http:///rtp/239.3.1.151:8144
湖南卫视HD,http:///rtp/239.3.1.132:8012
东方卫视HD,http:///rtp/239.3.1.136:8032
浙江卫视HD,http:///rtp/239.3.1.137:8036
江苏卫视HD,http:///rtp/239.3.1.135:8028
深圳卫视HD,http:///rtp/239.3.1.134:8020
广东卫视HD,http:///rtp/239.3.1.142:8048
安徽卫视HD,http:///rtp/239.3.1.211:8064
天津卫视HD,http:///rtp/239.3.1.141:1234
重庆卫视HD,http:///rtp/239.3.1.122:8160
山东卫视HD,http:///rtp/239.3.1.209:8052
黑龙江卫视HD,http:///rtp/239.3.1.133:8016
河北卫视HD,http:///rtp/239.3.1.148:8072
辽宁卫视HD,http:///rtp/239.3.1.210:8056
湖北卫视HD,http:///rtp/239.3.1.138:8044
吉林卫视HD,http:///rtp/239.3.1.240:8172
贵州卫视HD,http:///rtp/239.3.1.149:8076
东南卫视HD,http:///rtp/239.3.1.156:8148
江西卫视HD,http:///rtp/239.3.1.123:8164
海南卫视,http:///rtp/239.3.1.45:8304
云南卫视,http:///rtp/239.3.1.26:8108
兵团卫视,http:///rtp/239.3.1.144:4120
厦门卫视,http:///rtp/239.3.1.143:4120
四川卫视,http:///rtp/239.3.1.29:8288
南方卫视,http:///rtp/239.3.1.161:8001
宁夏卫视,http:///rtp/239.3.1.46:8124
山西卫视,http:///rtp/239.3.1.42:8172
广西卫视,http:///rtp/239.3.1.39:8300
新疆卫视,http:///rtp/239.3.1.48:8160
河南卫视,http:///rtp/239.3.1.27:8128
甘肃卫视,http:///rtp/239.3.1.49:8188
西藏卫视,http:///rtp/239.3.1.47:8164
三沙卫视,http:///rtp/239.3.1.155:4120
陕西卫视,http:///rtp/239.3.1.41:8140
青海卫视,http:///rtp/239.3.1.44:8184
内蒙古卫视,http:///rtp/239.3.1.43:8176
爱上4K[超清],http:///rtp/239.3.1.236:2000
4K超清[超清],http:///rtp/239.3.1.249:8001
淘电影HD,http:///rtp/239.3.1.250:8001
每日影院HD,http:///# rtp/239.3.1.111:8001
星影,http:///rtp/239.3.1.94:4120
动作影院,http:///rtp/239.3.1.92:4120
光影,http:///rtp/239.3.1.84:4120
喜剧影院,http:///rtp/239.3.1.91:4120
家庭影院,http:///rtp/239.3.1.93:4120
精选,http:///rtp/239.3.1.74:4120
经典电影,http:///rtp/239.3.1.195:9024
纪实人文HD,http:///rtp/239.3.1.212:8060
金鹰纪实HD,http:///rtp/239.3.1.58:8156
风尚生活HD,http:///# rtp/239.3.1.114:8001
地理,http:///rtp/239.3.1.71:4120
淘剧场HD,http:///rtp/239.3.1.95:8001
幸福剧场HD,http:///# rtp/239.3.1.112:8001
淘娱乐HD,http:///rtp/239.3.1.100:8001
幸福娱乐HD,http:///# rtp/239.3.1.113:8001
淘BabyHD,http:///rtp/239.3.1.238:8001
萌宠TVHD,http:///rtp/239.3.1.102:8001
中国交通HD,http:///rtp/239.3.1.188:8001
朝阳融媒HD,http:///rtp/239.3.1.163:8001
通州融媒HD,http:///rtp/239.3.1.221:8001
密云电视台HD,http:///rtp/239.3.1.154:8001
延庆电视台,http:///rtp/239.3.1.187:8001
房山电视台,http:///rtp/239.3.1.96:8001
CCTV-4 中文国际 欧洲HD,http:///rtp/239.3.1.213:4220
CCTV-4 中文国际 美洲HD,http:///rtp/239.3.1.214:4220
CGTN 新闻HD,http:///rtp/239.3.1.215:4220
CGTN 记录HD,http:///rtp/239.3.1.216:4220
CGTN 西班牙语HD,http:///rtp/239.3.1.217:4220
CGTN 法语HD,http:///rtp/239.3.1.218:4220
CGTN 阿拉伯语HD,http:///rtp/239.3.1.219:4220
CGTN 俄语HD,http:///rtp/239.3.1.220:4220
睛彩竞技HD,http:///rtp/239.3.1.125:8001
睛彩篮球HD,http:///rtp/239.3.1.126:8001
睛彩羽毛球HD,http:///rtp/239.3.1.127:8001
睛彩广场舞HD,http:///rtp/239.3.1.128:8001
茶频道HD,http:///rtp/239.3.1.165:8001
体育赛事HD,http:///rtp/239.3.1.157:8176
淘精彩HD,http:///rtp/239.3.1.178:8001
快乐垂钓HD,http:///rtp/239.3.1.164:8001
大健康HD,http:///rtp/239.3.1.251:8001
CETV1HD,http:///rtp/239.3.1.57:8152
CETV2,http:///rtp/239.3.1.54:4120
CETV3,http:///rtp/239.3.1.55:4120
CETV4,http:///rtp/239.3.1.56:4120
少儿动画,http:///rtp/239.3.1.199:9000
热播剧场,http:///rtp/239.3.1.194:9020
解密,http:///rtp/239.3.1.75:4120
军事,http:///rtp/239.3.1.76:4120
军旅剧场,http:///rtp/239.3.1.68:4120
动画,http:///rtp/239.3.1.80:4120
古装剧场,http:///rtp/239.3.1.69:4120
台球,http:///rtp/239.3.1.85:4120
嘉佳卡通,http:///rtp/239.3.1.147:9268
国学,http:///rtp/239.3.1.77:4120
城市剧场,http:///rtp/239.3.1.67:4120
墨宝,http:///rtp/239.3.1.83:4120
好学生,http:///rtp/239.3.1.81:4120
山东教育,http:///rtp/239.3.1.52:4120
戏曲,http:///rtp/239.3.1.78:4120
收视指南,http:///rtp/239.3.1.193:8012
早教,http:///rtp/239.3.1.79:4120
武侠剧场,http:///rtp/239.3.1.90:4120
武术,http:///rtp/239.3.1.87:4120
爱生活,http:///rtp/239.3.1.86:4120
美人,http:///rtp/239.3.1.73:4120
美妆,http:///rtp/239.3.1.72:4120
财富天下,http:///rtp/239.3.1.53:9136
足球,http:///rtp/239.3.1.89:4120
金鹰卡通,http:///rtp/239.3.1.51:9252
鉴赏,http:///rtp/239.3.1.82:4120
音乐现场,http:///rtp/239.3.1.70:4120
高网,http:///rtp/239.3.1.88:4120
魅力时尚,http:///rtp/239.3.1.196:9012





fofa_Sichuan_333.txt,#genre
四川卫视,http://171.213.194.102:8880/udp/239.93.0.169:5140
四川卫视,http://171.213.194.102:8880/udp/239.93.1.188:5140
四川康巴卫视,http://171.213.194.102:8880/udp/239.93.0.41:5140
四川公共乡村,http://171.213.194.102:8880/udp/239.93.0.52:5140
四川妇女儿童,http://171.213.194.102:8880/udp/239.93.0.219:5140
四川影视文艺,http://171.213.194.102:8880/udp/239.93.0.166:5140
四川影视文艺,http://171.213.194.102:8880/udp/239.93.1.195:5140
四川文化旅游,http://171.213.194.102:8880/udp/239.93.1.101:5140
四川文化旅游,http://171.213.194.102:8880/udp/239.93.1.20:5140
四川新闻,http://171.213.194.102:8880/udp/239.93.0.47:5140
四川经济,http://171.213.194.102:8880/udp/239.93.1.102:5140
四川经济,http://171.213.194.102:8880/udp/239.93.1.16:5140
峨眉电影,http://171.213.194.102:8880/udp/239.93.1.54:5140
峨眉电影,http://171.213.194.102:8880/udp/239.93.1.18:5140
凤凰中文,http://171.213.194.102:8880/udp/239.93.0.162:2192
凤凰中文,http://171.213.194.102:8880/udp/239.93.1.9:2192
凤凰资讯,http://171.213.194.102:8880/udp/239.93.0.118:2191
凤凰资讯,http://171.213.194.102:8880/udp/239.93.1.4:2191
星空,http://171.213.194.102:8880/udp/239.93.0.156:2193
星空,http://171.213.194.102:8880/udp/239.93.1.10:2193
CHANNEL-V,http://171.213.194.102:8880/udp/239.93.0.157:2194
CHANNEL-V,http://171.213.194.102:8880/udp/239.93.1.7:2194
CCTV-1高清,http://171.213.194.102:8880/udp/239.93.0.184:5140
CCTV-2高清,http://171.213.194.102:8880/udp/239.93.1.23:6000
CCTV-3高清,http://171.213.194.102:8880/udp/239.93.1.11:2223
CCTV-4高清,http://171.213.194.102:8880/udp/239.93.1.105:5140
CCTV-5高清,http://171.213.194.102:8880/udp/239.93.42.37:5140
CCTV-6高清,http://171.213.194.102:8880/udp/239.93.1.13:2226
CCTV-7高清,http://171.213.194.102:8880/udp/239.93.1.67:5140
CCTV-8高清,http://171.213.194.102:8880/udp/239.93.42.39:5140
CCTV-9高清,http://171.213.194.102:8880/udp/239.93.1.24:5140
CCTV-10高清,http://171.213.194.102:8880/udp/239.93.1.28:5140
CCTV-11高清,http://171.213.194.102:8880/udp/239.93.0.102:5140
CCTV-12高清,http://171.213.194.102:8880/udp/239.93.1.30:8124
CCTV-13高清,http://171.213.194.102:8880/udp/239.93.0.66:5140
CCTV-少儿高清,http://171.213.194.102:8880/udp/239.93.1.29:6000
CCTV-15高清,http://171.213.194.102:8880/udp/239.93.0.103:5140
CCTV-17高清,http://171.213.194.102:8880/udp/239.93.0.92:5140
CCTV-5＋高清,http://171.213.194.102:8880/udp/239.93.1.36:8004
爱上4K,http://171.213.194.102:8880/udp/239.93.0.97:5140
爱上4K 17M2160,http://171.213.194.102:8880/udp/239.93.1.113:5140
爱上4K 17M2160,http://171.213.194.102:8880/udp/239.93.1.251:8224
CGTN英语,http://171.213.194.102:8880/udp/239.93.0.104:5140
四川卫视高清,http://171.213.194.102:8880/udp/239.93.0.20:1235
CDTV-1高清,http://171.213.194.102:8880/udp/239.93.0.16:5140
湖南卫视高清,http://171.213.194.102:8880/udp/239.93.0.88:5140
江苏卫视高清,http://171.213.194.102:8880/udp/239.93.0.89:5140
浙江卫视高清,http://171.213.194.102:8880/udp/239.93.0.124:5140
东方卫视高清,http://171.213.194.102:8880/udp/239.93.0.123:5140
北京卫视高清,http://171.213.194.102:8880/udp/239.93.0.180:5140
深圳卫视高清,http://171.213.194.102:8880/udp/239.93.0.182:5140
广东卫视高清,http://171.213.194.102:8880/udp/239.93.0.181:5140
天津卫视高清,http://171.213.194.102:8880/udp/239.93.0.167:5140
山东卫视高清,http://171.213.194.102:8880/udp/239.93.0.168:5140
SCTV-2高清,http://171.213.194.102:8880/udp/239.93.1.101:5140
SCTV-3高清,http://171.213.194.102:8880/udp/239.93.1.102:5140
SCTV-4高清,http://171.213.194.102:8880/udp/239.93.0.47:5140
SCTV-5高清,http://171.213.194.102:8880/udp/239.93.0.166:5140
SCTV-6高清,http://171.213.194.102:8880/udp/239.93.1.144:5140
SCTV-7高清,http://171.213.194.102:8880/udp/239.93.0.219:5140
SCTV-科教高清,http://171.213.194.102:8880/udp/239.93.42.44:5140
四川乡村高清,http://171.213.194.102:8880/udp/239.93.0.52:5140
康巴卫视高清,http://171.213.194.102:8880/udp/239.93.0.41:5140
江西卫视高清,http://171.213.194.102:8880/udp/239.93.0.134:5140
东南卫视高清,http://171.213.194.102:8880/udp/239.93.0.42:5140
黑龙江卫视高清,http://171.213.194.102:8880/udp/239.93.0.183:5140
重庆卫视高清,http://171.213.194.102:8880/udp/239.93.1.107:5140
贵州卫视高清,http://171.213.194.102:8880/udp/239.93.0.131:5140
湖北卫视高清,http://171.213.194.102:8880/udp/239.93.0.250:5140
安徽卫视高清,http://171.213.194.102:8880/udp/239.93.1.106:5140
河北卫视高清,http://171.213.194.102:8880/udp/239.93.0.132:5140
辽宁卫视高清,http://171.213.194.102:8880/udp/239.93.1.108:5140
云南卫视高清,http://171.213.194.102:8880/udp/239.93.1.174:5140
河南卫视高清,http://171.213.194.102:8880/udp/239.93.42.45:5140
广西卫视高清,http://171.213.194.102:8880/udp/239.93.42.46:5140
云南卫视,http://171.213.194.102:8880/udp/239.93.0.174:5140
吉林卫视高清,http://171.213.194.102:8880/udp/239.93.0.248:5140
陕西卫视,http://171.213.194.102:8880/udp/239.93.0.176:5140
山西卫视,http://171.213.194.102:8880/udp/239.93.0.6:5140
内蒙古卫视,http://171.213.194.102:8880/udp/239.93.0.8:5140
青海卫视,http://171.213.194.102:8880/udp/239.93.0.192:5140
宁夏卫视,http://171.213.194.102:8880/udp/239.93.0.247:5140
西藏卫视,http://171.213.194.102:8880/udp/239.93.0.175:5140
新疆卫视,http://171.213.194.102:8880/udp/239.93.0.194:5140
甘肃卫视高清,http://171.213.194.102:8880/udp/239.93.0.81:5140
海南卫视,http://171.213.194.102:8880/udp/239.93.0.80:5140
陕西农林,http://171.213.194.102:8880/udp/239.93.0.100:5140
兵团卫视,http://171.213.194.102:8880/udp/239.93.42.43:5140
峨眉电影高清,http://171.213.194.102:8880/udp/239.93.0.252:5140
厦门卫视,http://171.213.194.102:8880/udp/239.93.42.57:5140
三沙卫视,http://171.213.194.102:8880/udp/239.93.42.58:5140
山东教育卫视,http://171.213.194.102:8880/udp/239.93.1.196:5140
CDTV-2,http://171.213.194.102:8880/udp/239.93.0.17:1239
CDTV-3,http://171.213.194.102:8880/udp/239.93.0.18:1238
CDTV-4,http://171.213.194.102:8880/udp/239.93.0.19:1250
CDTV-5高清,http://171.213.194.102:8880/udp/239.93.1.231:5140
CDTV-6,http://171.213.194.102:8880/udp/239.93.0.21:1251
CDTV-8高清,http://171.213.194.102:8880/udp/239.93.0.22:1252
上海纪实高清,http://171.213.194.102:8880/udp/239.93.1.137:5140
金鹰纪实高清,http://171.213.194.102:8880/udp/239.93.0.130:5140
CETV-1高清,http://171.213.194.102:8880/udp/239.93.1.111:5140
熊猫新闻高清,http://171.213.194.102:8880/udp/239.93.1.112:5140
熊猫体娱高清,http://171.213.194.102:8880/udp/239.93.0.94:5140
熊猫少儿高清,http://171.213.194.102:8880/udp/239.93.1.189:5140
熊猫影院高清,http://171.213.194.102:8880/udp/239.93.0.214:5140
睛彩四川,http://171.213.194.102:8880/udp/239.93.0.126:5140
成都体育高清,http://171.213.194.102:8880/udp/239.93.0.224:1281
熊猫频道高清,http://171.213.194.102:8880/udp/239.93.0.211:9148
金熊猫卡通高清,http://171.213.194.102:8880/udp/239.93.1.172:5140
炫动卡通,http://171.213.194.102:8880/udp/239.93.0.173:5140
嘉佳卡通,http://171.213.194.102:8880/udp/239.93.0.246:5140
收视导视高清,http://171.213.194.102:8880/udp/239.93.1.39:5140
熊猫爱生活高清,http://171.213.194.102:8880/udp/239.93.1.190:5140
大爱四川高清,http://171.213.194.102:8880/udp/239.93.1.110:5140
大爱旅游高清,http://171.213.194.102:8880/udp/239.93.42.70:5140
大爱生活高清,http://171.213.194.102:8880/udp/239.93.42.71:5140
大爱时尚高清,http://171.213.194.102:8880/udp/239.93.42.72:5140
HD看电影,http://171.213.194.102:8880/udp/239.93.42.47:5140
家政频道高清,http://171.213.194.102:8880/udp/239.93.42.48:5140
CETV-2,http://171.213.194.102:8880/udp/239.93.0.113:5140
CETV-4,http://171.213.194.102:8880/udp/239.93.0.50:5140
经典电影,http://171.213.194.102:8880/udp/239.93.0.57:9024
华语影院,http://171.213.194.102:8880/udp/239.93.0.138:5140
星光院线,http://171.213.194.102:8880/udp/239.93.0.139:5140
全球大片,http://171.213.194.102:8880/udp/239.93.0.105:5140
热播剧场,http://171.213.194.102:8880/udp/239.93.0.56:9020
热门剧场,http://171.213.194.102:8880/udp/239.93.0.140:5140
港剧风云,http://171.213.194.102:8880/udp/239.93.0.143:5140
谍战剧场,http://171.213.194.102:8880/udp/239.93.0.95:5140
卡酷动画,http://171.213.194.102:8880/udp/239.93.0.208:5140
金鹰卡通,http://171.213.194.102:8880/udp/239.93.0.108:5140
优漫卡通,http://171.213.194.102:8880/udp/239.93.0.251:5140
宝宝动画高清,http://171.213.194.102:8880/udp/239.93.0.147:5140
少儿动画高清,http://171.213.194.102:8880/udp/239.93.0.193:9000
青春动漫,http://171.213.194.102:8880/udp/239.93.0.146:5140
热门综艺高清,http://171.213.194.102:8880/udp/239.93.0.151:5140
音乐现场高清,http://171.213.194.102:8880/udp/239.93.0.198:9044
戏曲精选,http://171.213.194.102:8880/udp/239.93.0.144:5140
戏曲,http://171.213.194.102:8880/udp/239.93.0.217:9208
魅力时尚高清,http://171.213.194.102:8880/udp/239.93.0.190:9012
生活时尚,http://171.213.194.102:8880/udp/239.93.0.106:5140
爱生活高清,http://171.213.194.102:8880/udp/239.93.0.206:8028
汽摩高清,http://171.213.194.102:8880/udp/239.93.0.62:5140
财富天下,http://171.213.194.102:8880/udp/239.93.0.116:9136
股评汇,http://171.213.194.102:8880/udp/239.93.0.141:5140
爱体育,http://171.213.194.102:8880/udp/239.93.0.135:9008
电竞天堂高清,http://171.213.194.102:8880/udp/239.93.1.135:5140
游戏风云,http://171.213.194.102:8880/udp/239.93.0.136:5140
汽车频道,http://171.213.194.102:8880/udp/239.93.0.117:1292
足球高清,http://171.213.194.102:8880/udp/239.93.0.197:9040
